name,total_points,was_home,GW,strength,enemy_strength_ovr,enemy_attack_ovr,enemy_defence_ovr,bps_last5_mean,clean_sheets_last5_mean,clearances_blocks_interceptions_last5_mean,creativity_last5_mean,defensive_contribution_last5_mean,expected_goal_involvements_last5_mean,expected_goals_conceded_last5_mean,goals_conceded_last5_mean,goals_scored_last5_mean,ict_index_last5_mean,influence_last5_mean,recoveries_last5_mean,tackles_last5_mean,threat_last5_mean,yellow_cards_last5_mean
Cole Palmer,3,1,1,3,1165,1150,1180,14.0,0.25,0.75,15.98,2.75,0.4,0.68,1.0,0.25,6.28,13.75,1.75,0.25,32.75,0.25
Cole Palmer,1,0,5,3,1205,1150,1260,12.25,0.5,0.75,19.38,4.0,0.3,0.67,0.75,0.0,5.28,8.4,2.75,0.5,24.75,0.0
Cole Palmer,1,0,15,3,1220,1240,1200,10.75,0.25,0.0,18.15,2.5,0.27,0.78,1.0,0.0,4.88,7.45,2.0,0.5,23.0,0.0
Cole Palmer,6,1,16,3,1100,1110,1090,8.5,0.25,0.5,11.25,4.75,0.13,1.05,0.75,0.0,2.75,6.1,3.25,1.0,10.0,0.0
Cole Palmer,5,0,17,3,1220,1180,1260,12.25,0.25,0.5,13.6,4.25,0.2,0.88,0.25,0.25,3.95,13.65,3.0,0.75,12.25,0.0
Cole Palmer,2,1,18,3,1145,1150,1140,13.4,0.2,0.6,13.46,4.6,0.17,1.1,0.6,0.2,3.66,11.76,3.2,0.8,11.4,0.0
Cole Palmer,7,1,19,3,1150,1100,1200,13.0,0.0,1.0,10.92,5.0,0.19,1.14,0.8,0.2,3.6,12.04,3.2,0.8,13.2,0.0
Cole Palmer,2,0,20,4,1305,1230,1380,18.2,0.0,1.4,15.68,6.2,0.36,1.51,1.0,0.4,5.48,20.8,3.8,1.0,18.4,0.0
Cole Palmer,1,0,21,3,1130,1140,1120,16.8,0.0,1.2,14.42,5.0,0.38,1.43,1.2,0.4,5.08,18.2,3.0,0.8,18.2,0.0
Cole Palmer,9,1,22,3,1135,1100,1170,13.4,0.0,1.4,10.34,6.2,0.29,1.46,1.4,0.2,4.38,13.4,3.6,1.2,20.0,0.2
Cole Palmer,2,1,24,3,1075,1050,1100,14.0,0.2,1.8,8.62,7.4,0.45,1.37,1.0,0.4,5.14,19.84,4.4,1.2,22.8,0.4
Conor Bradley,2,1,5,3,1100,1110,1090,15.5,0.25,1.75,9.72,7.5,0.5,1.51,1.0,0.5,5.38,23.25,4.5,1.25,20.5,0.5
Conor Bradley,1,0,6,3,1205,1150,1260,9.75,0.25,2.25,4.7,7.25,0.3,0.96,0.75,0.25,3.38,13.65,4.0,1.25,15.25,0.5
Conor Bradley,0,0,7,3,1190,1160,1220,10.25,0.25,2.75,4.78,7.0,0.26,1.23,0.75,0.25,3.45,15.95,3.5,1.25,13.75,0.5
Conor Bradley,2,1,8,3,1135,1100,1170,6.75,0.25,3.0,5.12,5.75,0.23,1.1,0.75,0.25,2.5,13.2,3.25,0.75,6.75,0.5
Conor Bradley,4,0,9,3,1175,1110,1240,3.25,0.0,2.5,8.07,3.25,0.03,0.9,1.0,0.0,1.62,6.15,1.5,0.75,2.25,0.25
Conor Bradley,6,1,10,3,1145,1150,1140,4.4,0.0,2.6,7.1,3.6,0.03,1.19,1.4,0.0,1.64,7.68,1.8,1.0,1.8,0.2
Conor Bradley,0,0,11,4,1305,1230,1380,7.6,0.2,2.2,6.76,3.2,0.03,1.13,1.2,0.0,1.68,7.96,2.6,1.0,2.2,0.2
Conor Bradley,5,0,15,3,1145,1100,1190,7.2,0.2,2.6,8.22,4.0,0.08,1.02,1.6,0.0,2.06,9.48,3.2,1.4,3.0,0.4
Conor Bradley,1,0,17,3,1175,1150,1200,13.6,0.4,2.4,10.72,4.4,0.11,1.06,1.4,0.0,2.62,11.36,3.8,2.0,4.2,0.4
Conor Bradley,6,1,19,3,1095,1080,1110,13.0,0.4,2.6,7.86,4.4,0.11,1.02,1.2,0.0,2.24,10.8,3.8,1.8,3.8,0.4
Conor Bradley,8,0,20,3,1130,1140,1120,15.8,0.6,2.4,7.88,3.8,0.13,0.65,0.6,0.0,2.34,8.56,4.0,1.4,7.0,0.4
Conor Bradley,6,0,21,5,1375,1400,1350,16.0,0.4,3.6,10.7,5.4,0.13,0.72,1.0,0.0,3.18,14.76,4.0,1.8,6.4,0.4
Conor Gallagher,2,1,22,3,1075,1050,1100,18.75,0.5,3.25,9.5,4.75,0.1,0.52,0.5,0.0,3.03,13.8,4.0,1.5,7.0,0.25
Conor Gallagher,2,0,23,3,1095,1090,1100,16.25,0.25,3.5,8.55,5.5,0.12,1.11,1.0,0.0,3.32,13.55,3.5,1.0,11.25,0.0
Conor Gallagher,7,1,24,4,1250,1210,1290,19.5,0.25,3.25,12.62,7.75,0.18,1.34,1.5,0.0,4.85,16.4,5.25,1.5,19.5,0.0
Cristhian Mosquera,7,1,4,3,1100,1100,1100,18.33,0.0,3.67,15.73,9.67,0.22,1.62,2.0,0.0,5.73,21.0,5.67,2.0,20.67,0.0
Cristhian Mosquera,1,0,6,3,1220,1180,1260,21.33,0.33,3.0,10.9,8.67,0.2,1.43,1.33,0.0,4.63,15.53,6.0,1.67,20.0,0.0
Cristhian Mosquera,1,0,13,3,1190,1160,1220,16.25,0.25,3.25,8.22,7.5,0.15,1.18,1.25,0.0,3.58,12.6,4.5,1.25,15.0,0.0
Cristhian Mosquera,1,1,14,3,1135,1100,1170,14.75,0.25,3.5,6.22,7.0,0.09,0.7,1.0,0.0,2.9,13.6,3.75,1.5,9.25,0.25
Cristian Romero,6,1,1,3,1055,1010,1100,14.0,0.33,4.33,2.27,5.67,0.02,0.47,0.67,0.0,1.53,12.53,2.33,1.33,0.67,0.33
Cristian Romero,7,0,2,4,1305,1230,1380,16.0,0.5,4.5,2.05,5.5,0.02,0.59,0.5,0.0,1.78,13.9,2.5,1.0,2.0,0.25
Cristian Romero,2,1,3,3,1150,1100,1200,15.0,0.5,4.75,1.72,6.0,0.01,0.92,0.5,0.0,1.72,13.7,2.5,1.25,2.0,0.5
Cristian Romero,12,0,4,3,1075,1050,1100,17.75,0.5,5.0,1.87,6.75,0.02,1.22,0.5,0.0,2.17,18.1,3.75,1.75,2.0,0.5
Cristian Romero,2,0,5,3,1160,1110,1210,26.5,0.75,4.75,6.07,6.25,0.06,1.17,0.25,0.0,4.03,23.55,4.5,1.5,10.75,0.25
Cristian Romero,2,1,6,3,1070,1050,1090,23.4,0.6,6.2,5.3,8.6,0.05,1.2,0.6,0.0,3.9,25.2,4.4,2.4,8.6,0.4
Cristian Romero,1,0,7,3,1145,1100,1190,20.0,0.4,5.6,5.4,8.4,0.06,1.24,0.8,0.0,3.72,23.44,3.8,2.8,8.4,0.4
Cristian Romero,1,1,11,3,1135,1100,1170,16.4,0.2,5.6,5.5,8.0,0.07,1.27,1.0,0.0,3.62,22.44,3.2,2.4,8.4,0.4
Cristian Romero,1,0,12,5,1375,1400,1350,15.4,0.2,5.0,5.5,8.0,0.13,1.05,1.0,0.0,3.9,21.76,3.8,3.0,11.8,0.6
Cristian Romero,17,0,14,3,1220,1180,1260,5.8,0.0,7.0,1.18,10.0,0.09,1.32,1.8,0.0,2.7,21.12,3.0,3.0,4.8,0.8
Cristian Romero,6,1,15,3,1135,1100,1170,10.8,0.0,6.4,2.82,8.8,0.15,1.46,1.8,0.4,4.9,34.2,3.2,2.4,12.0,0.8
Cristian Romero,1,0,16,3,1130,1110,1150,15.6,0.2,7.2,4.54,9.6,0.14,1.25,1.6,0.4,5.14,35.12,4.0,2.4,11.8,1.0
Cristian Romero,0,1,17,4,1230,1170,1290,13.8,0.2,6.8,4.46,9.4,0.14,1.38,2.0,0.4,5.06,34.64,4.0,2.6,11.4,0.8
Cristian Romero,9,0,19,3,1175,1110,1240,11.8,0.2,9.0,4.5,11.0,0.08,1.41,2.2,0.4,4.8,34.64,3.0,2.0,8.8,0.6
Cristian Romero,2,1,20,3,1100,1100,1100,18.4,0.4,8.2,4.62,10.8,0.11,1.19,1.4,0.4,4.7,32.48,4.2,2.6,9.8,0.4
Cristian Romero,3,0,21,3,1220,1240,1200,13.2,0.4,7.6,5.0,9.6,0.1,0.87,1.2,0.0,2.44,15.48,3.8,2.0,3.8,0.2
Cristian Romero,8,1,22,3,1075,1050,1100,11.2,0.2,8.6,9.14,11.6,0.22,1.11,1.8,0.0,3.8,21.24,4.2,3.0,7.4,0.0
Cristian Romero,11,0,23,3,1095,1090,1100,13.8,0.2,9.4,11.4,12.4,0.28,1.19,1.6,0.2,5.56,29.96,4.6,3.0,14.0,0.2
Cristian Romero,0,1,24,4,1250,1210,1290,20.2,0.2,7.6,11.48,11.4,0.29,1.34,1.6,0.4,6.62,37.4,5.4,3.8,17.0,0.2
Crysencio Summerville,2,1,4,3,1165,1130,1200,18.0,0.0,7.5,14.15,11.25,0.32,1.46,2.0,0.5,7.62,41.7,5.25,3.75,20.0,0.25
Crysencio Summerville,2,1,5,3,1165,1150,1180,18.25,0.0,6.5,11.6,11.0,0.25,1.5,2.25,0.5,7.15,41.1,4.75,4.25,18.5,0.25
Crysencio Summerville,2,0,6,3,1130,1130,1130,14.25,0.0,3.75,6.85,7.25,0.15,1.73,2.0,0.5,5.22,30.7,4.0,2.5,14.5,0.25
Crysencio Summerville,1,0,7,5,1375,1400,1350,14.0,0.0,2.5,9.32,6.75,0.21,1.22,1.75,0.25,4.5,20.85,4.0,2.0,14.75,0.0
Crysencio Summerville,1,1,8,3,1135,1100,1170,8.5,0.0,2.75,9.95,7.0,0.19,1.56,1.75,0.0,3.05,9.25,3.25,1.0,11.25,0.25
Crysencio Summerville,1,0,9,3,1145,1100,1190,8.0,0.0,2.2,10.62,6.4,0.18,1.71,1.8,0.0,2.98,7.88,3.2,1.0,11.2,0.4
Crysencio Summerville,2,1,10,3,1160,1170,1150,6.0,0.0,1.8,10.86,7.2,0.18,1.88,1.8,0.0,2.86,6.48,4.4,1.0,11.2,0.6
Crysencio Summerville,5,1,11,3,1055,1010,1100,8.4,0.0,2.8,11.14,8.6,0.18,1.53,1.6,0.0,3.38,8.68,4.4,1.4,13.8,0.6
Crysencio Summerville,3,0,15,3,1160,1110,1210,8.0,0.0,2.4,7.58,7.6,0.11,1.51,1.6,0.0,2.44,5.4,3.6,1.6,11.2,0.6
Crysencio Summerville,2,1,16,3,1145,1150,1140,6.6,0.2,1.4,7.56,6.2,0.19,1.12,1.2,0.0,2.66,3.76,3.6,1.2,15.2,0.4
Crysencio Summerville,2,0,17,4,1305,1230,1380,7.2,0.2,1.6,7.42,6.2,0.19,0.78,1.4,0.0,2.7,3.28,3.4,1.2,16.4,0.2
Crysencio Summerville,1,1,18,3,1090,1080,1100,8.2,0.2,2.0,6.98,5.8,0.2,0.8,1.6,0.0,3.12,3.72,2.8,1.0,20.6,0.0
Crysencio Summerville,2,0,20,3,1085,1050,1120,5.8,0.2,1.4,7.32,4.4,0.21,0.82,1.4,0.0,2.88,2.04,2.4,0.6,19.6,0.0
Crysencio Summerville,4,1,21,3,1100,1100,1100,5.6,0.2,1.0,11.4,4.4,0.2,1.09,1.8,0.0,3.22,3.56,2.6,0.8,17.4,0.0
Crysencio Summerville,10,0,22,3,1175,1150,1200,8.4,0.0,1.2,16.66,6.2,0.12,1.19,2.2,0.0,3.72,6.72,3.4,1.6,13.8,0.0
Crysencio Summerville,8,1,23,3,1100,1100,1100,12.8,0.0,1.6,21.32,7.0,0.22,1.37,1.8,0.2,5.46,15.0,3.8,1.6,18.2,0.0
Crysencio Summerville,7,0,24,3,1190,1160,1220,17.6,0.0,1.4,25.74,6.6,0.24,1.18,1.4,0.4,6.96,22.6,3.4,1.8,21.2,0.0
Curtis Jones,2,0,2,3,1220,1180,1260,21.25,0.0,1.25,28.35,7.5,0.23,1.34,1.75,0.5,7.87,27.35,4.0,2.25,23.0,0.0
Curtis Jones,2,0,9,3,1175,1110,1240,22.75,0.0,1.25,24.25,9.0,0.22,1.11,1.5,0.5,7.3,28.3,5.0,2.75,20.5,0.0
Curtis Jones,2,1,12,3,1100,1100,1100,24.25,0.0,1.25,18.42,8.5,0.22,1.4,1.75,0.5,6.72,28.05,5.25,2.0,21.0,0.0
Curtis Jones,2,0,15,3,1145,1100,1190,20.5,0.0,0.75,12.02,9.25,0.1,1.29,2.0,0.25,4.6,21.15,5.75,2.75,13.0,0.0
Curtis Jones,3,1,16,3,1150,1090,1210,17.75,0.0,1.0,13.42,10.25,0.08,1.5,2.5,0.0,3.15,14.0,6.75,2.5,4.25,0.0
Curtis Jones,2,0,17,3,1175,1150,1200,18.2,0.2,1.6,11.6,10.0,0.07,1.58,2.0,0.0,3.14,15.72,6.0,2.4,4.2,0.0
Curtis Jones,5,1,18,3,1070,1050,1090,16.8,0.2,2.0,14.88,9.0,0.09,1.61,1.8,0.0,3.54,15.68,5.4,1.6,5.0,0.0
Curtis Jones,3,1,19,3,1095,1080,1110,18.0,0.2,1.8,16.68,10.4,0.11,1.31,1.4,0.0,3.8,16.84,6.6,2.0,4.6,0.0
Curtis Jones,2,0,20,3,1130,1140,1120,18.2,0.4,1.8,20.64,9.2,0.12,1.21,1.0,0.0,4.24,16.88,6.0,1.4,5.0,0.0
Curtis Jones,5,1,22,3,1055,1010,1100,18.2,0.4,1.6,23.68,7.8,0.22,1.05,0.6,0.0,4.76,16.8,5.0,1.2,7.2,0.0
Daichi Kamada,6,0,3,3,1185,1170,1200,17.75,0.25,1.0,28.52,7.5,0.26,0.84,0.75,0.0,5.18,15.35,5.5,1.0,8.0,0.0
Daichi Kamada,3,1,4,3,1100,1100,1100,21.75,0.5,0.75,25.05,8.0,0.27,0.86,0.5,0.0,4.62,13.75,5.75,1.5,7.5,0.0
Daichi Kamada,2,0,5,3,1075,1050,1100,19.25,0.75,1.0,24.9,4.25,0.3,0.68,0.25,0.0,4.7,11.9,2.25,1.0,10.25,0.0
Daichi Kamada,5,1,6,4,1230,1170,1290,19.75,0.5,1.5,27.7,4.75,0.36,0.72,0.5,0.0,5.35,14.5,1.5,1.75,11.25,0.0
Daichi Kamada,4,0,7,3,1130,1130,1130,19.25,0.5,1.25,19.75,6.25,0.24,1.07,0.5,0.0,4.0,11.5,2.5,2.5,8.75,0.0
Daichi Kamada,2,1,8,3,1150,1100,1200,18.2,0.4,1.2,16.38,8.2,0.22,1.12,0.6,0.0,3.6,12.08,3.4,3.6,7.6,0.0
Daichi Kamada,2,0,9,5,1375,1400,1350,16.8,0.2,1.0,17.94,8.6,0.24,1.3,1.2,0.0,3.8,12.44,3.6,4.0,7.6,0.0
Daichi Kamada,5,1,10,3,1135,1100,1170,15.2,0.0,1.4,15.18,10.2,0.19,1.44,1.4,0.0,3.04,10.8,4.8,4.0,4.4,0.0
Daichi Kamada,3,1,11,3,1150,1090,1210,13.2,0.2,1.2,8.32,11.2,0.11,1.41,1.2,0.0,1.84,6.76,6.6,3.4,3.4,0.0
Daichi Kamada,3,0,12,3,1085,1050,1120,11.2,0.4,1.6,6.54,11.6,0.14,1.06,1.0,0.0,1.8,6.96,6.8,3.2,4.6,0.0
Daichi Kamada,4,1,13,3,1135,1100,1170,11.6,0.6,1.4,6.28,9.6,0.13,1.16,0.8,0.0,2.02,6.52,5.8,2.4,7.4,0.0
Daichi Kamada,3,0,14,3,1095,1090,1100,10.6,0.6,2.2,2.92,10.2,0.1,0.99,0.6,0.0,2.12,8.0,6.0,2.0,10.4,0.0
Daichi Kamada,2,0,15,3,1130,1140,1120,11.4,0.8,2.0,6.54,9.6,0.16,0.91,0.4,0.0,2.9,10.08,5.0,2.6,12.4,0.0
Daichi Kamada,1,1,16,4,1250,1210,1290,12.8,0.6,2.0,7.64,8.6,0.15,0.96,0.6,0.0,3.0,11.12,4.0,2.6,11.2,0.0
Dan Burn,9,0,1,3,1185,1170,1200,14.25,0.5,2.0,8.72,8.25,0.14,1.1,0.75,0.0,3.4,13.15,3.5,2.75,12.0,0.0
Dan Burn,2,1,2,4,1230,1170,1290,17.75,0.5,4.5,8.62,9.5,0.12,0.71,0.75,0.0,3.18,14.75,4.25,2.0,8.25,0.0
Dan Burn,6,0,3,3,1145,1100,1190,14.0,0.5,6.25,11.87,9.5,0.11,0.58,1.0,0.0,3.52,16.1,3.25,1.75,7.0,0.25
Dan Burn,6,1,4,3,1070,1050,1090,17.0,0.5,6.0,7.32,7.75,0.04,0.59,1.0,0.0,2.53,13.7,3.75,0.75,4.0,0.25
Dan Burn,9,0,5,3,1220,1240,1200,19.0,0.75,6.5,4.32,7.5,0.03,0.52,0.75,0.0,2.5,14.8,3.5,1.0,5.75,0.25
Dan Burn,0,1,6,5,1300,1340,1260,20.6,0.8,7.8,3.7,9.0,0.03,0.53,0.6,0.0,2.72,18.44,3.8,1.2,5.0,0.2
Dan Burn,11,1,7,3,1100,1100,1100,14.4,0.6,7.2,3.48,8.6,0.03,0.9,1.0,0.0,2.66,17.2,3.0,1.4,5.8,0.4
Dan Burn,2,0,8,3,1160,1110,1210,21.2,0.8,5.6,2.88,7.0,0.02,0.82,0.4,0.0,2.46,17.92,3.4,1.4,3.8,0.2
Dan Burn,2,1,9,3,1090,1080,1100,16.4,0.6,6.8,5.34,8.8,0.03,0.86,0.8,0.0,3.12,21.36,3.6,2.0,4.6,0.4
Dan Burn,1,0,10,3,1075,1050,1100,11.8,0.4,6.2,5.46,8.0,0.02,1.07,1.0,0.0,2.82,19.2,3.6,1.8,3.6,0.4
Dan Burn,0,0,11,3,1175,1110,1240,5.6,0.2,4.2,5.98,5.6,0.02,1.3,1.6,0.0,2.34,13.92,3.4,1.4,3.6,0.4
Dan Burn,5,0,13,3,1130,1130,1130,2.8,0.2,5.2,6.0,6.6,0.02,1.06,1.8,0.0,2.28,14.52,3.4,1.4,2.4,0.2
Dan Burn,6,1,14,3,1165,1130,1200,1.0,0.0,6.2,7.9,7.6,0.04,1.2,2.0,0.0,3.02,18.48,3.0,1.4,3.8,0.2
Dan Burn,7,1,15,3,1055,1010,1100,5.6,0.0,7.2,5.34,8.4,0.03,1.17,2.0,0.0,2.9,19.44,2.8,1.2,4.2,0.0
Dan Burn,1,0,16,3,1145,1120,1170,11.0,0.2,7.8,5.52,9.0,0.04,0.97,1.8,0.0,3.0,20.72,2.8,1.2,3.8,0.0
Dan Burn,1,0,24,4,1265,1210,1320,13.0,0.2,8.4,4.8,9.6,0.03,0.64,1.2,0.0,3.0,21.68,2.0,1.2,3.4,0.0
Dan Ndoye,9,1,1,3,1135,1100,1170,20.0,0.25,7.5,5.95,8.5,0.03,0.6,0.75,0.0,3.35,23.25,2.25,1.0,4.25,0.0
Dan Ndoye,7,0,2,3,1205,1150,1260,21.5,0.25,5.5,0.95,7.0,0.04,0.73,0.75,0.25,3.0,20.35,2.5,0.75,8.75,0.0
Dan Ndoye,1,1,3,3,1075,1050,1100,21.0,0.25,3.0,8.05,4.75,0.12,0.81,0.5,0.25,3.65,19.2,2.25,0.25,9.25,0.0
Dan Ndoye,2,0,4,5,1375,1400,1350,15.25,0.0,2.0,8.12,5.0,0.11,0.79,0.5,0.25,3.55,17.5,2.5,0.5,9.75,0.0
Dan Ndoye,2,0,5,3,1095,1090,1100,16.25,0.0,1.0,13.35,4.75,0.12,1.23,1.25,0.25,4.3,18.8,3.0,0.75,10.75,0.0
Dan Ndoye,1,1,6,3,1100,1100,1100,15.0,0.0,1.2,15.0,5.0,0.13,1.12,1.2,0.2,4.3,16.92,3.0,0.8,11.0,0.0
Dan Ndoye,2,0,7,3,1220,1180,1260,10.2,0.0,1.2,15.46,4.8,0.12,0.97,1.2,0.0,3.48,10.96,2.6,1.0,8.2,0.0
Dan Ndoye,2,0,9,3,1220,1240,1200,8.2,0.0,1.0,14.64,5.2,0.07,0.95,1.2,0.0,2.98,7.96,3.0,1.2,7.0,0.0
Dan Ndoye,1,1,10,3,1135,1100,1170,9.0,0.0,1.4,14.66,6.2,0.08,0.98,1.6,0.0,2.9,7.44,3.8,1.0,6.8,0.0
Dan Ndoye,5,1,11,3,1095,1080,1110,7.4,0.0,1.2,11.18,6.2,0.09,0.83,1.4,0.0,2.46,5.56,3.6,1.4,7.8,0.2
Dan Ndoye,3,0,12,4,1265,1210,1320,9.6,0.0,1.4,9.24,7.2,0.17,0.83,1.4,0.0,2.58,6.36,4.0,1.8,10.2,0.2
Dan Ndoye,1,1,13,3,1150,1090,1210,10.0,0.2,2.0,9.26,8.4,0.18,1.03,1.2,0.0,2.56,7.12,4.6,1.8,9.4,0.2
Dan Ndoye,3,0,14,3,1085,1050,1120,7.8,0.2,2.0,6.36,7.6,0.19,1.05,1.2,0.0,2.34,6.76,4.0,1.6,10.4,0.2
Dan Ndoye,1,0,15,3,1130,1130,1130,6.0,0.4,1.6,9.14,5.8,0.23,1.09,0.8,0.0,2.9,7.64,2.6,1.6,12.2,0.2
Dango Ouattara,13,1,2,3,1145,1150,1140,7.0,0.5,1.75,10.5,6.0,0.27,1.08,0.5,0.0,3.12,7.75,3.0,1.25,13.0,0.0
Dango Ouattara,2,0,3,3,1145,1120,1170,10.0,0.75,2.25,8.45,7.0,0.32,1.19,0.25,0.25,4.65,17.0,3.25,1.5,21.0,0.0
Dango Ouattara,2,1,6,3,1135,1100,1170,9.75,0.5,2.5,7.82,6.75,0.3,1.14,0.75,0.25,4.88,17.25,3.0,1.25,23.5,0.0
Dango Ouattara,3,0,8,3,1075,1050,1100,11.25,0.5,2.75,7.95,6.75,0.46,1.11,0.75,0.25,5.3,16.4,2.75,1.25,28.5,0.0
Dango Ouattara,11,1,9,4,1230,1170,1290,13.25,0.5,3.0,12.05,8.0,0.52,0.99,0.75,0.25,6.32,17.3,4.0,1.0,33.75,0.0
Dango Ouattara,2,0,10,3,1205,1150,1260,15.6,0.4,3.0,10.34,8.0,0.55,1.17,1.0,0.4,7.38,19.8,4.2,0.8,43.6,0.0
Dango Ouattara,4,1,11,3,1160,1170,1150,11.0,0.2,2.8,10.5,6.2,0.41,1.08,1.4,0.2,5.46,10.84,3.4,0.0,33.2,0.0
Dango Ouattara,5,0,12,3,1160,1110,1210,12.4,0.2,2.4,11.02,5.8,0.41,0.86,1.2,0.2,5.26,10.0,3.2,0.2,31.6,0.2
Dango Ouattara,12,1,13,3,1055,1010,1100,14.2,0.4,2.8,8.98,7.2,0.27,0.75,1.0,0.2,4.62,9.96,4.0,0.4,27.4,0.4
Dango Ouattara,2,0,14,5,1375,1400,1350,20.2,0.2,3.0,7.9,6.6,0.37,0.89,1.2,0.4,5.26,16.92,3.0,0.6,28.0,0.4
Dango Ouattara,4,0,15,3,1175,1150,1200,16.4,0.2,3.4,7.38,6.8,0.23,0.86,1.2,0.2,3.3,12.92,2.6,0.8,12.8,0.4
Dango Ouattara,2,1,16,3,1095,1080,1110,17.4,0.2,3.8,7.44,8.2,0.22,1.16,1.2,0.2,3.44,15.04,3.2,1.2,12.0,0.4
Dango Ouattara,8,0,24,3,1185,1170,1200,15.2,0.2,3.8,7.26,9.0,0.24,1.38,1.2,0.2,3.4,15.0,4.0,1.2,11.8,0.2
Daniel Ballard,17,1,1,3,1075,1050,1100,15.25,0.0,3.75,8.85,8.75,0.3,1.6,1.5,0.25,4.0,17.9,3.75,1.25,13.25,0.0
Daniel Ballard,1,0,2,3,1095,1090,1100,19.0,0.25,6.5,2.15,11.25,0.09,1.5,1.25,0.25,4.7,24.6,4.5,1.25,20.25,0.0
Daniel Ballard,10,1,8,3,1070,1050,1090,19.5,0.25,5.75,4.5,9.5,0.13,1.06,0.75,0.25,4.7,23.45,3.75,1.0,19.0,0.0
Daniel Ballard,2,0,9,3,1190,1160,1220,24.0,0.5,6.5,8.62,8.75,0.17,0.73,0.25,0.25,6.28,27.2,2.75,0.75,26.75,0.0
Daniel Ballard,4,1,10,3,1100,1110,1090,24.5,0.5,7.75,8.17,8.75,0.15,0.57,0.25,0.25,6.85,31.05,2.0,1.0,29.0,0.0
Daniel Ballard,10,1,11,5,1300,1340,1260,22.2,0.4,8.0,8.84,9.0,0.18,0.63,0.4,0.2,6.64,29.88,2.0,1.0,27.4,0.0
Daniel Ballard,1,0,12,3,1130,1140,1120,16.4,0.2,6.8,8.8,7.6,0.16,0.9,0.8,0.2,5.42,25.96,1.2,0.8,19.2,0.0
Daniel Ballard,3,1,13,3,1150,1100,1200,16.2,0.2,7.4,6.84,8.2,0.13,1.33,1.0,0.2,5.22,26.48,2.4,0.8,18.8,0.2
Daniel Ballard,4,0,14,4,1265,1210,1320,10.8,0.0,7.4,5.26,8.2,0.11,1.51,1.4,0.2,4.62,26.36,2.8,0.8,14.6,0.2
Daniel Ballard,1,0,15,4,1305,1230,1380,11.6,0.0,8.0,5.28,8.8,0.1,1.62,1.4,0.2,4.46,27.76,2.2,0.8,11.6,0.2
Daniel Ballard,8,1,16,3,1160,1170,1150,9.4,0.0,7.2,3.0,8.2,0.04,1.93,1.8,0.2,3.74,26.6,2.2,1.0,7.8,0.2
Daniel Ballard,9,0,17,3,1160,1110,1210,9.4,0.2,7.6,3.18,8.8,0.05,1.59,1.4,0.0,2.86,20.44,2.4,1.2,5.0,0.2
Daniel Ballard,1,0,21,3,1175,1110,1240,14.4,0.4,8.0,3.2,10.0,0.08,1.39,1.2,0.0,4.0,24.2,2.4,2.0,12.6,0.2
Daniel Ballard,4,1,22,3,1165,1150,1180,13.8,0.4,7.8,0.66,9.8,0.07,1.61,1.4,0.0,3.36,20.96,2.0,2.0,12.0,0.2
Daniel Ballard,2,0,23,3,1075,1050,1100,15.0,0.4,8.2,5.46,10.0,0.21,1.44,1.4,0.0,5.0,22.52,2.4,1.8,22.0,0.2
Daniel Ballard,9,1,24,3,1055,1010,1100,14.0,0.4,8.8,5.72,10.8,0.22,1.26,1.4,0.0,5.24,23.64,2.2,2.0,23.2,0.4
Daniel James,3,1,1,3,1100,1110,1090,11.5,0.25,8.75,6.85,11.0,0.23,1.52,1.75,0.0,5.82,24.75,2.5,2.25,26.75,0.5
Daniel James,2,0,2,5,1375,1400,1350,5.0,0.25,7.25,10.62,8.75,0.24,1.3,1.75,0.0,5.02,19.65,1.25,1.25,20.0,0.25
Daniel James,1,1,3,3,1160,1170,1150,6.5,0.25,5.25,10.52,7.5,0.25,1.11,2.0,0.0,4.75,16.45,2.0,1.0,20.5,0.25
Daniel James,1,0,13,4,1305,1230,1380,4.25,0.25,2.25,8.12,5.0,0.16,1.05,1.75,0.0,2.65,9.2,2.0,1.0,9.25,0.25
Daniel Muñoz Mejía,5,0,1,3,1190,1160,1220,6.67,0.33,0.33,10.37,3.0,0.2,0.89,1.33,0.0,2.4,3.93,2.33,0.33,9.67,0.0
Daniel Muñoz Mejía,5,1,2,3,1100,1100,1100,9.25,0.5,1.75,7.87,4.25,0.16,1.07,1.0,0.0,2.2,5.45,2.25,0.75,8.75,0.25
Daniel Muñoz Mejía,9,0,3,3,1185,1170,1200,12.25,0.25,1.75,10.0,4.0,0.19,1.23,1.25,0.0,2.72,10.95,3.25,0.75,6.5,0.25
Daniel Muñoz Mejía,5,1,4,3,1100,1100,1100,19.25,0.5,3.25,14.1,5.75,0.3,1.01,0.25,0.0,3.6,16.85,4.25,2.0,5.25,0.25
Daniel Muñoz Mejía,2,0,5,3,1075,1050,1100,23.25,0.75,4.0,12.12,6.0,0.3,1.01,0.25,0.0,4.38,18.65,4.25,2.0,13.25,0.5
Daniel Muñoz Mejía,2,1,6,4,1230,1170,1290,20.0,0.6,3.6,13.1,5.4,0.3,0.94,0.4,0.0,4.36,16.36,4.2,1.8,14.4,0.4
Daniel Muñoz Mejía,8,0,7,3,1130,1130,1130,19.0,0.4,3.8,15.24,5.6,0.37,1.04,0.6,0.0,5.58,18.24,4.2,1.8,22.4,0.2
